Table S5 | Statistical hypothesis testing calculation results    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data type,Species number,Dataset name,method,I_val,E_val,rep,n_samples,pp_Porifera,pp_Ctenophora,pp_Cnidaria,pp_Xenacoelomorpha,pp_Hemichordata,pp_Echinodermata,pp_Lophotrochozoa,pp_Ecdysozoa,pp_metazoans,pp_metazoans_ingroup,pp_Ctenophora_Sister,pp_Porifera_Sister,pp_Deuterostome,pp_Nephrozoa,pp_Xenambulacraria,bf_Porifera,bf_Xenacoelomorpha,bf_Deutorostome,bf_Porifera>5,bf_Porifera<-5,bf_Xenacoelomorpha>5,bf_Xenacoelomorpha<-5,bf_Deutorostome>5,bf_Deutorostome<-5,
Gene content,41,Xen,Orthogroups,4.0,1.00E-09,2,57603,1,1,1,1,1,1,1,1,1,0.9364396,0,1,1,1,0,10.96131257,10.96131257,10.96131257,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,4.0,1.00E-09,3,71674,1,1,1,1,1,1,1,1,1,0.9523216,0,1,1,1,0,11.17986939,11.17986939,11.17986939,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,4.0,1.00E-09,4,70565,1,1,1,1,1,1,1,1,1,0.952838,0,1,1,1,0,11.16427538,11.16427538,11.16427538,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,4.0,1.00E-12,1,70001,1,1,1,1,1,1,1,1,1,0.9976572,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,4.0,1.00E-12,2,70001,1,1,1,1,1,1,1,1,1,0.9970286,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,4.0,1.00E-12,3,70001,1,1,1,1,1,1,1,1,1,0.9969905,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,4.0,1.00E-12,4,70001,1,1,1,1,1,1,1,1,1,0.9975429,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-02,1,70001,1,1,1,1,1,1,1,1,1,0.2187958,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-02,2,70001,1,1,1,1,1,1,1,1,1,0.2128531,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-02,3,70001,1,1,1,1,1,1,1,1,1,0.2128531,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-02,4,70001,1,1,1,1,1,1,1,1,1,0.1999581,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-05,1,100001,1,1,1,1,1,1,1,1,1,0.124025,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-05,2,100001,1,1,1,1,1,1,1,1,1,0.1188651,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-05,3,100001,1,1,1,1,1,1,1,1,1,0.1188651,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-05,4,100001,1,1,1,1,1,1,1,1,1,0.1182118,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-09,1,58435,1,1,1,1,1,1,1,1,1,0.9866977,0,1,1,1,0,10.97565319,10.97565319,10.97565319,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-09,2,67914,1,1,1,1,1,1,1,1,1,0.9833909,0,1,1,1,0,11.12598275,11.12598275,11.12598275,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-09,3,67032,1,1,1,1,1,1,1,1,1,0.9829932,0,1,1,1,0,11.11291048,11.11291048,11.11291048,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-09,4,62774,1,1,1,1,1,1,1,1,1,0.9812876,0,1,1,1,0,11.04728032,11.04728032,11.04728032,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-12,1,70001,1,1,1,1,1,1,1,1,1,0.9828194,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-12,2,70001,1,1,1,1,1,1,1,1,1,0.9844384,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-12,3,70001,1,1,1,1,1,1,1,1,1,0.9825337,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,41,Xen,Orthogroups,6.0,1.00E-12,4,70001,1,1,1,1,1,1,1,1,1,0.983067,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-02,1,70001,1,1,1,1,1,1,3.81E-05,1,1,0.3663359,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-02,2,70001,1,1,1,1,1,1,0,1,1,0.3580694,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-02,3,70001,1,1,1,1,1,1,1.90E-05,1,1,0.3738024,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-02,4,70001,1,1,1,1,1,1,3.81E-05,1,1,0.3617074,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-05,1,70001,1,1,1,1,1,1,0.002742805,1,1,0.3577265,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-05,2,70001,1,1,1,1,1,1,0,1,1,0.3670406,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-05,3,70001,1,1,1,1,1,1,0,1,1,0.3685454,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-05,4,70001,1,1,1,1,1,1,0,1,1,0.3667549,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-09,1,70001,1,1,1,1,1,1,0.6567875,1,1,0.826689,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-09,2,70001,1,1,1,1,1,1,0.6201596,1,1,0.8255462,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-09,3,70001,1,1,1,1,1,1,0.7086341,1,1,0.8307461,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-09,4,70001,1,1,1,1,1,1,0.594941,1,1,0.8169368,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-12,1,70001,1,1,1,1,1,1,0.00139045,1,1,0.8844212,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-12,2,70001,1,1,1,1,1,1,5.71E-05,1,1,0.879488,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-12,3,70001,1,1,1,1,1,1,5.71E-05,1,1,0.879488,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,1.5,1.00E-12,4,70001,1,1,1,1,1,1,0.001085694,1,1,0.8900402,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-02,1,70001,1,1,1,1,1,1,0,1,1,0.000819032,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-02,2,70001,1,1,1,1,1,1,0,1,1,0.0006285595,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-02,3,70001,1,1,1,1,1,1,0,1,1,0.0006285595,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-02,4,70001,1,1,1,1,1,1,0,1,1,0.0009714101,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-05,1,70001,1,1,1,1,1,1,0,1,1,0.01009505,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-05,2,70001,1,1,1,1,1,1,0,1,1,0.01062837,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-05,3,70001,1,1,1,1,1,1,0,1,1,0.008914116,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-05,4,70001,1,1,1,1,1,1,0,1,1,0.007599855,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-09,1,70001,1,1,1,1,1,1,1,1,1,0.132188,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-09,2,70001,1,1,1,1,1,1,0.9973143,1,1,0.1102265,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-09,3,70001,1,1,1,1,1,1,0.999981,1,1,0.1219977,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-09,4,70001,1,1,1,1,1,1,0.999981,1,1,0.1219977,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-12,1,70001,1,1,1,1,1,1,0.9969143,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-12,2,70001,1,1,1,1,1,1,0.9991048,1,1,0.0001142835,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-12,3,70001,1,1,1,1,1,1,0.9865717,1,1,1.90E-05,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.0,1.00E-12,4,70001,1,1,1,1,1,1,1,1,1,5.71E-05,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-02,1,70001,1,1,1,1,1,1,0,1,1,0,0,0.2006819,1,1,0,9.550230595,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-02,2,70001,1,1,1,1,1,1,0,1,1,1.90E-05,0,0.7969562,1,1,0,10.92930925,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-02,3,70001,1,1,1,1,1,1,0,1,1,0,0,0.2384145,1,1,0,9.722520283,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-02,4,70001,1,1,1,1,1,1,0,1,1,0.0001142835,0,0.5713986,1,1,0,10.59659657,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-05,1,70001,1,1,1,1,1,1,0,1,1,0.001028552,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-05,2,70001,1,1,1,1,1,1,0,1,1,0.0005142759,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-05,3,70001,1,1,1,1,1,1,0,1,1,0.0001904726,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-05,4,70001,1,1,1,1,1,1,0,1,1,0.0008380793,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-09,1,70001,1,1,1,1,1,1,0.9997905,1,1,3.81E-05,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-09,2,70001,1,1,1,1,1,1,0.9894859,1,1,0.0001333308,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-09,3,70001,1,1,1,1,1,1,0.9942096,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-09,4,70001,1,1,1,1,1,1,0.9942096,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-12,1,70001,1,1,1,1,1,1,0,1,1,3.81E-05,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-12,2,70001,1,1,1,1,1,1,0.00506657,1,1,3.81E-05,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-12,3,70001,1,1,1,1,1,1,0.001485686,1,1,7.62E-05,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,2.5,1.00E-12,4,70001,1,1,1,1,1,1,0,1,1,7.62E-05,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-02,1,70001,1,1,1,1,1,1,0.9273919,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-02,2,70001,1,1,1,1,1,1,0.8299651,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-02,3,70001,1,1,1,1,1,1,0.8158511,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-02,4,70001,1,1,1,1,1,1,0.8158511,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-05,1,70001,1,1,1,1,1,1,0.9997333,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-05,2,70001,1,1,1,1,1,1,0.9986286,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-05,3,70001,1,1,1,1,1,1,0.9935049,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-05,4,70001,1,1,1,1,1,1,0.995581,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-09,1,70001,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-09,2,70001,1,1,1,1,1,1,1,1,1,0,0,0.970972,1,1,0,11.12680716,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-09,3,70001,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-09,4,70001,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-12,1,70001,1,1,1,1,1,1,0.999981,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-12,2,70001,1,1,1,1,1,1,0.9803242,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-12,3,70001,1,1,1,1,1,1,0.9991619,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,4.0,1.00E-12,4,70001,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-02,1,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-02,2,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-02,3,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-02,4,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-05,1,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-05,2,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-05,3,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-05,4,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-09,1,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-09,2,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-09,3,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-09,4,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-12,1,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-12,2,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-12,3,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Homogroups,6.0,1.00E-12,4,70001,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11.15625052,11.15625052,0,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-02,1,100001,1,1,1,1,1,1,0.2746497,1,1,0.99644,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-02,2,100001,1,1,1,1,1,1,0.2928228,1,1,0.99628,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-02,3,100001,1,1,1,1,1,1,0.2928228,1,1,0.99628,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-02,4,100001,1,1,1,1,1,1,0.2956227,1,1,0.9958267,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-05,1,70001,1,1,1,1,1,1,0.01681873,1,1,0.9971429,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-05,2,70001,1,1,1,1,1,1,0.01352355,1,1,0.9958477,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-05,3,70001,1,1,1,1,1,1,0.01352355,1,1,0.9958477,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-05,4,70001,1,1,1,1,1,1,0.003561837,1,1,0.9955048,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-09,1,6001,1,1,1,1,1,1,0.7478338,1,1,0.9993335,0,1,1,1,0,8.699514748,8.699514748,8.699514748,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-09,2,6001,1,1,1,1,1,1,0.6289713,1,1,0.9988891,0,1,1,1,0,8.699514748,8.699514748,8.699514748,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-09,3,6001,1,1,1,1,1,1,0.6289713,1,1,0.9988891,0,1,1,1,0,8.699514748,8.699514748,8.699514748,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-09,4,6001,1,1,1,1,1,1,0.6694068,1,1,0.9982226,0,1,1,1,0,8.699514748,8.699514748,8.699514748,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-12,1,60001,1,1,1,1,1,1,0.5018555,1,1,1,0,1,1,1,0,11.00209984,11.00209984,11.00209984,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-12,2,60001,1,1,1,1,1,1,0.5028333,1,1,1,0,1,1,1,0,11.00209984,11.00209984,11.00209984,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-12,3,60001,1,1,1,1,1,1,0.5684763,1,1,1,0,1,1,1,0,11.00209984,11.00209984,11.00209984,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,1.5,1.00E-12,4,60001,1,1,1,1,1,1,0.5219884,1,1,1,0,1,1,1,0,11.00209984,11.00209984,11.00209984,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-02,1,100001,1,1,1,1,1,1,0.6315516,1,1,0.3609952,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-02,2,100001,1,1,1,1,1,1,0.7028573,1,1,0.3602885,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-02,3,100001,1,1,1,1,1,1,0.7028573,1,1,0.3602885,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-02,4,100001,1,1,1,1,1,1,0.7028573,1,1,0.3602885,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-05,1,70001,1,1,1,1,1,1,0,1,1,0.9972001,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-05,2,70001,1,1,1,1,1,1,0,1,1,0.995162,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-05,3,70001,1,1,1,1,1,1,0,1,1,0.9965524,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-05,4,70001,1,1,1,1,1,1,0,1,1,0.9965524,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-09,1,70001,1,1,1,1,1,1,0.8656597,1,1,0.9982096,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-09,2,70001,1,1,1,1,1,1,0.9285728,1,1,0.9976762,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-09,3,70001,1,1,1,1,1,1,0.9285728,1,1,0.9976762,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-09,4,70001,1,1,1,1,1,1,0.906878,1,1,0.9977143,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-12,1,70001,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-12,2,70001,1,1,1,1,1,1,0.999981,1,1,1,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-12,3,70001,1,1,1,1,1,1,0.999981,1,1,1,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.0,1.00E-12,4,70001,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,11.15625052,11.15625052,11.15625052,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.5,1.00E-02,1,100001,1,1,1,1,1,1,0.7808563,1,1,0.04710604,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.5,1.00E-02,2,100001,1,1,1,1,1,1,0.8092559,1,1,0.04663938,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
Gene content,44,Aco,Orthogroups,2.5,1.00E-02,3,100001,1,1,1,1,1,1,0.8800416,1,1,0.04458607,0,1,1,1,0,11.51292546,11.51292546,11.51292546,1,0,1,0,1,0,
